"VAR","Variable","COU","Country","ROW","Row sector (from:)","COL","Column sector (to:)","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C35","Other transport equipment","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C36T37","Manufacturing nec; recycling ","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C40T41","Electricity, gas and water supply","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.012,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C45","Construction","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C50T52","Wholesale and retail trade; repairs","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.086,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C55","Hotels and restaurants","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C60T63","Transport and storage","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.021,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C64","Post and telecommunications","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.005,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C65T67","Financial intermediation","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.028,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C70","Real estate activities","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.006,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C71","Renting of machinery and equipment","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C72","Computer and related activities","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C73T74","R&D and other business activities","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0.019,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C75","Public administration and defence; compulsory social security","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C80","Education","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C85","Health and social work","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C90T93","Other community, social and personal services","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C95","Private households with employed persons","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","TOTAL","Total backward linkage","C01T05","Agriculture, hunting, forestry and fishing","1995","1995","IDX","Index","0","Units",,,1.505,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C01T05","Agriculture, hunting, forestry and fishing","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C10T14","Mining and quarrying","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,1.035,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C15T16","Food products, beverages and tobacco","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C17T19","Textiles, textile products, leather and footwear","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C20","Wood and products of wood and cork","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C21T22","Pulp, paper, paper products, printing and publishing","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C23","Coke, refined petroleum products and nuclear fuel","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.011,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C24","Chemicals and chemical products","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.052,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C25","Rubber and plastics products","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C26","Other non-metallic mineral products","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.004,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C27","Basic metals","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.01,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C28","Fabricated metal products","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C29","Machinery and equipment, nec ","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C30T33X","Computer, Electronic and optical equipment","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C31","Electrical machinery and apparatus, nec","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C34","Motor vehicles, trailers and semi-trailers","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C35","Other transport equipment","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C36T37","Manufacturing nec; recycling ","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C40T41","Electricity, gas and water supply","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.006,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C45","Construction","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C50T52","Wholesale and retail trade; repairs","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.034,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C55","Hotels and restaurants","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.004,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C60T63","Transport and storage","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.011,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C64","Post and telecommunications","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C65T67","Financial intermediation","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.036,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C70","Real estate activities","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.004,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C71","Renting of machinery and equipment","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.007,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C72","Computer and related activities","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C73T74","R&D and other business activities","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.02,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C75","Public administration and defence; compulsory social security","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C80","Education","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C85","Health and social work","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C90T93","Other community, social and personal services","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C95","Private households with employed persons","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","TOTAL","Total backward linkage","C10T14","Mining and quarrying","1995","1995","IDX","Index","0","Units",,,1.253,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C01T05","Agriculture, hunting, forestry and fishing","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.265,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C10T14","Mining and quarrying","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.022,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C15T16","Food products, beverages and tobacco","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,1.167,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C17T19","Textiles, textile products, leather and footwear","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.006,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C20","Wood and products of wood and cork","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C21T22","Pulp, paper, paper products, printing and publishing","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.033,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C23","Coke, refined petroleum products and nuclear fuel","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.018,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C24","Chemicals and chemical products","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.046,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C25","Rubber and plastics products","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.017,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C26","Other non-metallic mineral products","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.009,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C27","Basic metals","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C28","Fabricated metal products","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.005,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C29","Machinery and equipment, nec ","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C30T33X","Computer, Electronic and optical equipment","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C31","Electrical machinery and apparatus, nec","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C34","Motor vehicles, trailers and semi-trailers","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C35","Other transport equipment","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C36T37","Manufacturing nec; recycling ","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C40T41","Electricity, gas and water supply","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.018,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C45","Construction","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C50T52","Wholesale and retail trade; repairs","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.16,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C55","Hotels and restaurants","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C60T63","Transport and storage","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.037,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C64","Post and telecommunications","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.009,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C65T67","Financial intermediation","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.034,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C70","Real estate activities","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.018,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C71","Renting of machinery and equipment","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C72","Computer and related activities","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C73T74","R&D and other business activities","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0.041,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C75","Public administration and defence; compulsory social security","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C80","Education","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C85","Health and social work","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C90T93","Other community, social and personal services","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C95","Private households with employed persons","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","TOTAL","Total backward linkage","C15T16","Food products, beverages and tobacco","1995","1995","IDX","Index","0","Units",,,1.927,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C01T05","Agriculture, hunting, forestry and fishing","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.047,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C10T14","Mining and quarrying","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.015,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C15T16","Food products, beverages and tobacco","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.026,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C17T19","Textiles, textile products, leather and footwear","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,1.24,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C20","Wood and products of wood and cork","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C21T22","Pulp, paper, paper products, printing and publishing","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.023,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C23","Coke, refined petroleum products and nuclear fuel","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.011,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C24","Chemicals and chemical products","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.038,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C25","Rubber and plastics products","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.01,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C26","Other non-metallic mineral products","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C27","Basic metals","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C28","Fabricated metal products","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.004,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C29","Machinery and equipment, nec ","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C30T33X","Computer, Electronic and optical equipment","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C31","Electrical machinery and apparatus, nec","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C34","Motor vehicles, trailers and semi-trailers","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C35","Other transport equipment","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C36T37","Manufacturing nec; recycling ","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.007,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C40T41","Electricity, gas and water supply","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.015,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C45","Construction","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.001,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C50T52","Wholesale and retail trade; repairs","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.195,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C55","Hotels and restaurants","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.008,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C60T63","Transport and storage","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.05,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C64","Post and telecommunications","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.006,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C65T67","Financial intermediation","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.028,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C70","Real estate activities","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.023,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C71","Renting of machinery and equipment","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.002,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C72","Computer and related activities","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.003,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C73T74","R&D and other business activities","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0.034,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C75","Public administration and defence; compulsory social security","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C80","Education","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C85","Health and social work","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C90T93","Other community, social and personal services","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C95","Private households with employed persons","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,0,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","TOTAL","Total backward linkage","C17T19","Textiles, textile products, leather and footwear","1995","1995","IDX","Index","0","Units",,,1.801,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C01T05","Agriculture, hunting, forestry and fishing","C20","Wood and products of wood and cork","1995","1995","IDX","Index","0","Units",,,0.26,,
"LEONTFD","Leontief inverse matrix (domestic)","MEX","Mexico","DOM_C10T14","Mining and quarrying","C20","Wood and products of wood and cork","1995","1995","IDX","Index","0","Units",,,0.016,,
